"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"880866723066515456","https://twitter.com/AtlantaHabitat/status/880866723066515456","Thanks to the support of several long-time faith sponsors, we celebrated the completion Ms. Wilborn's home for her and her two daughters. https://t.co/pYNZgwj4bp","2017-06-30 19:12 +0000","1536.0","20.0","0.013020833333333334","4.0","0.0","7.0","1.0","3.0","0.0","2.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"880807675604369408","https://twitter.com/AtlantaHabitat/status/880807675604369408","Looking for volunteer opportunities in the Atlanta area? Sign up for a ReStore Orientation today! https://t.co/lemefSm756 https://t.co/c7uaxL5BhP","2017-06-30 15:18 +0000","1433.0","9.0","0.00628053035589672","1.0","0.0","1.0","0.0","5.0","0.0","1.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"879721595895521280","https://twitter.com/AtlantaHabitat/status/879721595895521280","Thanks everyone who made #Habifest2017 an ABSOLUTE BLAST! Special thanks to
 Owen's Corning, @Yumbii @kingofpops! Can't wait for next year! https://t.co/4OKfp6nwuY","2017-06-27 15:22 +0000","1631.0","16.0","0.009809932556713672","3.0","0.0","5.0","2.0","1.0","0.0","2.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"879711041516699652","https://twitter.com/AtlantaHabitat/status/879711041516699652","Go to https://t.co/vdbRIrzsnG to see how you can be engaged in our mission. #DidYouKnow #AtlantaHabitat #volunteer #homeownershipmonth https://t.co/LXFZM86fAb","2017-06-27 14:40 +0000","1077.0","3.0","0.002785515320334262","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"879456653619462144","https://twitter.com/AtlantaHabitat/status/879456653619462144","#MotivationMonday #HomeownershipMonth #Homeowners #stayahead #atlantahabitat #happyhome #weloveatl #TheMoreYouKnow #MotivationMondays https://t.co/GkR5fpuISw","2017-06-26 21:49 +0000","1082.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"879406496014098433","https://twitter.com/AtlantaHabitat/status/879406496014098433","Looking to give back valuable time through volunteering? Sign up for a ReStore Orientation today! https://t.co/lemefSm756 https://t.co/7YrDtyKOGF","2017-06-26 18:30 +0000","1226.0","7.0","0.005709624796084829","2.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"879362419583307776","https://twitter.com/AtlantaHabitat/status/879362419583307776","A big thank you to our team whom are enlisted in the AmeriCorps and Quaker Volunteer Service. We appreciate you! https://t.co/SGHp5MLjWo","2017-06-26 15:35 +0000","1163.0","5.0","0.004299226139294927","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"878257776014884864","https://twitter.com/AtlantaHabitat/status/878257776014884864","Celebrating the completion of another beautiful home. @Equifax &amp; @aglenergy worked hard alongside Ms. Stamps to give her a firm foundation. https://t.co/RUNqWTajMh","2017-06-23 14:25 +0000","1096.0","9.0","0.008211678832116789","1.0","0.0","2.0","2.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"875806079162208257","https://twitter.com/AtlantaHabitat/status/875806079162208257","Dine out and help out on #feelgoodtuesday. @YEAHBURGER -Virginia-Highland is hosting a dine out on 06/20/17 for Atlanta Habitat! #EatAndHelp https://t.co/vz0iwqxL5F","2017-06-16 20:03 +0000","773.0","6.0","0.007761966364812419","1.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"875805135301115904","https://twitter.com/AtlantaHabitat/status/875805135301115904","The ReStore needs your help! Sign up for a Restore Volunteer Orientation today! https://t.co/8dPyg2bYmB #buildthrivegrow https://t.co/AYRvmHFUCd","2017-06-16 19:59 +0000","655.0","3.0","0.004580152671755725","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"875750738575708160","https://twitter.com/AtlantaHabitat/status/875750738575708160","@AtlantaHabitat homebuyer, Ms. Medley alongside @Novelis &amp; @BlankFoundation work on the first build in 10 years on Atlanta Historic Westide. https://t.co/946Vah2EHn","2017-06-16 16:23 +0000","1640.0","11.0","0.006707317073170732","1.0","0.0","0.0","1.0","1.0","0.0","6.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"875029731250495488","https://twitter.com/AtlantaHabitat/status/875029731250495488","Congratulations to Joycelyn Forbes and Chresett Forbes Atlanta Habitat's newest homeowners! Thank you for sharing your story with us today! https://t.co/HnlUh9G6C6","2017-06-14 16:38 +0000","606.0","12.0","0.019801980198019802","3.0","0.0","8.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"874746368203644928","https://twitter.com/AtlantaHabitat/status/874746368203644928","Much was accomplished today. Our happy homebuyer, Ms. Walton, alongside leaders from @Rotary @Habitat_org &amp; @AtlantaHabitat #AtlantaHabitat https://t.co/4GmVOEe2N3","2017-06-13 21:52 +0000","716.0","13.0","0.018156424581005588","3.0","0.0","6.0","0.0","0.0","1.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"874713384956178433","https://twitter.com/AtlantaHabitat/status/874713384956178433","Ms. Walton is hard at work on the walls for her new home with @Rotary ,@Habitat_org and @AtlantaHabitat ! #BuildThriveGrow #AtlantaHabitat https://t.co/IzqUBYHqGS","2017-06-13 19:41 +0000","1227.0","14.0","0.011409942950285249","2.0","1.0","5.0","2.0","2.0","0.0","0.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"874311433445679104","https://twitter.com/AtlantaHabitat/status/874311433445679104","Dine out and help out on #feelgoodtuesday. @YEAHBURGER -Virginia-Highland is hosting a dine out on 06/20/17 for Atlanta Habitat! #EatAndHelp https://t.co/y21p0J8IBN","2017-06-12 17:04 +0000","519.0","5.0","0.009633911368015413","2.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"873252371035566082","https://twitter.com/AtlantaHabitat/status/873252371035566082","A huge thank you to Jamie Willis, our volunteer of the month, for her service at our ReStore. #service #volunteer #atlantahabitat https://t.co/OgVBKePtBc","2017-06-09 18:56 +0000","627.0","7.0","0.011164274322169059","2.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"871835913588002817","https://twitter.com/AtlantaHabitat/status/871835913588002817","#MotivationMonday #MotivationMondays #SpringCleaning #StayAhead #SmartHomeownership #AtlantaHabitat #Atlanta #Homeownership https://t.co/Hq3JuvSwIb","2017-06-05 21:07 +0000","472.0","2.0","0.00423728813559322","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"870347448228732928","https://twitter.com/AtlantaHabitat/status/870347448228732928","YWCA honored our President/CEO Lisa Y. Gordon at its 2017 Salute to Women of Achievement program. Congratulations! https://t.co/r4WgAq4vrZ","2017-06-01 18:32 +0000","689.0","12.0","0.01741654571843251","4.0","0.0","3.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"870309055675367424","https://twitter.com/AtlantaHabitat/status/870309055675367424","Congratulations to Denise our newest Atlanta Habitat homeowner! ""I'm so grateful,"" said Denise.  #happyhomeowner #atlantahabitat #homeowner https://t.co/qvxB25iAqh","2017-06-01 16:00 +0000","549.0","4.0","0.007285974499089253","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"867775677541625856","https://twitter.com/AtlantaHabitat/status/867775677541625856","Anxiously awaiting the official salute to our CEO, colleague, spouse, friend @lisaygordon at @salutes 2017. https://t.co/KNWXLEXcNF","2017-05-25 16:13 +0000","656.0","19.0","0.028963414634146343","3.0","0.0","3.0","0.0","0.0","0.0","7.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"867452894576037888","https://twitter.com/AtlantaHabitat/status/867452894576037888","""Perseverance, belief in yourself and faith that you can do it is what you all represent."" -Lisa Gordon 
#AtlantaHabitat #VGAScholarship https://t.co/g2HE5QOTLq","2017-05-24 18:51 +0000","580.0","2.0","0.0034482758620689655","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"867444966087413761","https://twitter.com/AtlantaHabitat/status/867444966087413761","We are congratulating 3 Atlanta Habitat homeowners who have received $2,500 scholarships each to take the next step in reaching their goals! https://t.co/072Q1fkIiF","2017-05-24 18:19 +0000","698.0","13.0","0.01862464183381089","3.0","0.0","4.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"867050532652896256","https://twitter.com/AtlantaHabitat/status/867050532652896256","In the words of Ms. Gibson, ""I am so happy to finally be a homeowner."" Congratulations on your closing today, Ms. Gibson. #AtlantaHabitat https://t.co/UDpuDt689x","2017-05-23 16:12 +0000","682.0","6.0","0.008797653958944282","1.0","0.0","3.0","0.0","0.0","1.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"866724253231611908","https://twitter.com/AtlantaHabitat/status/866724253231611908","Every swing by every golfer has contributed to advancing our mission to empower working families and transform neighborhoods. https://t.co/MIgeaue7Is","2017-05-22 18:35 +0000","700.0","10.0","0.014285714285714285","3.0","0.0","3.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"866660218226307072","https://twitter.com/AtlantaHabitat/status/866660218226307072","Our first golf tournament hosted by our dedicated partner SunTrust Bank Enterprise Data Organization is officially underway! #AtlantaHabitat https://t.co/UfcPH4ra8L","2017-05-22 14:21 +0000","651.0","11.0","0.016897081413210446","2.0","0.0","3.0","2.0","0.0","1.0","0.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"865641865311174656","https://twitter.com/AtlantaHabitat/status/865641865311174656","Congratulations to Nikivada White for becoming a 3rd generation Atlanta Habitat Homeowner! Way to keep it in the family. #AtlantaHabitat https://t.co/ZGZR2YXWHC","2017-05-19 18:54 +0000","638.0","7.0","0.0109717868338558","2.0","0.0","3.0","0.0","0.0","1.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"864562565107642369","https://twitter.com/AtlantaHabitat/status/864562565107642369","Ms. Gloria has been rehabbed! We are happy to have her in our first sponsored rehabbed home. #AtlantaHabitat #BuildThriveGrow #Rehabbed https://t.co/RAKMvbBbJK","2017-05-16 19:25 +0000","791.0","3.0","0.0037926675094816687","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"864186312269627392","https://twitter.com/AtlantaHabitat/status/864186312269627392","We are one week away from our first golf tourney May 22 w/ @SunTrust  at @TheGCOG that benefits our mission. https://t.co/6ynyjgZtYR https://t.co/RPpUOAqdTI","2017-05-15 18:30 +0000","520.0","5.0","0.009615384615384616","2.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
